o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|Unnamed: 9
2053|142|F|125125.57|19950207|1-URGENT|Clerk#000000717|0|ar requests: blithely sly accounts boost carefully across t|
2054|41|F|144335.16|19920608|4-NOT SPECIFIED|Clerk#000000103|0|l requests affix carefully about the furiously special|
2055|97|F|57092.26|19930904|1-URGENT|Clerk#000000067|0|. warhorses affix slyly blithely express instructions? fur|
2080|95|F|45767.69|19930618|5-LOW|Clerk#000000190|0|ironic, pending theodolites are carefully about the quickly regular theodolite|
2081|121|O|145654.97|19970705|2-HIGH|Clerk#000000136|0|ong the regular theo|
2082|49|F|46753.63|19950110|2-HIGH|Clerk#000000354|0|cial accounts. ironic, express dolphins nod slyly sometimes final reques|
2083|101|F|31795.52|19930714|3-MEDIUM|Clerk#000000361|0|al patterns. bold, final foxes nag bravely about the furiously express|
2084|80|F|190652.53|19930317|2-HIGH|Clerk#000000048|0|zle furiously final, careful packages. slyly ironic ideas amo|
2085|49|F|45311.07|19931121|3-MEDIUM|Clerk#000000818|0|ress, express ideas haggle|
2086|142|F|188985.18|19941019|1-URGENT|Clerk#000000046|0| permanently regular|
2087|50|O|53581.41|19980131|2-HIGH|Clerk#000000626|0|e always regular packages nod against the furiously spec|
2112|64|O|17986.15|19970205|2-HIGH|Clerk#000000351|0|against the slyly even id|
2113|32|O|65678.21|19971108|2-HIGH|Clerk#000000527|0|slyly regular instruct|
2114|79|F|106446.02|19950116|5-LOW|Clerk#000000751|0|r, unusual accounts haggle across the busy platelets. carefully |
2115|106|O|134814.65|19980523|4-NOT SPECIFIED|Clerk#000000101|0|odolites boost. carefully regular excuses cajole. quickly ironic pinto be|
2116|23|F|60887.9|19940826|1-URGENT|Clerk#000000197|0|efully after the asymptotes. furiously sp|
2117|22|O|145713.03|19970426|2-HIGH|Clerk#000000887|0|ely even dependencies. regular foxes use blithely.|
2118|134|O|38974.67|19961009|1-URGENT|Clerk#000000196|0|ial requests wake carefully special packages. f|
2119|64|O|34632.57|19960820|2-HIGH|Clerk#000000434|0|uickly pending escapades. fluffily ir|
2144|136|F|119917.28|19940329|3-MEDIUM|Clerk#000000546|0|t. carefully quick requests across the deposits wake regu|
2145|134|F|18885.35|19921003|1-URGENT|Clerk#000000886|0|sts would snooze blithely alongside of th|
2146|118|F|179686.07|19920914|4-NOT SPECIFIED|Clerk#000000476|0|ven packages. dependencies wake slyl|
2147|100|F|91513.79|19920906|4-NOT SPECIFIED|Clerk#000000424|0| haggle carefully furiously final foxes. pending escapades thrash. bold theod|
2148|130|F|19612.03|19950419|4-NOT SPECIFIED|Clerk#000000517|0|ross the furiously unusual theodolites. always expre|
2149|101|F|105145.4|19930313|5-LOW|Clerk#000000555|0|nusual accounts nag furiously special reques|
2150|82|F|166961.06|19940603|3-MEDIUM|Clerk#000000154|0|ect slyly against the even, final packages. quickly regular pinto beans wake c|
2151|58|O|124608.69|19961111|3-MEDIUM|Clerk#000000996|0|c requests. ironic platelets cajole across the quickly fluffy deposits.|
2176|104|F|87248.17|19921110|1-URGENT|Clerk#000000195|0|s haggle regularly accor|
2177|136|O|183493.42|19970120|3-MEDIUM|Clerk#000000161|0|ove the blithely unusual packages cajole carefully fluffily special request|
2178|8|O|79594.68|19961212|3-MEDIUM|Clerk#000000656|0|thely according to the instructions. furious|
2179|41|O|77487.09|19960907|2-HIGH|Clerk#000000935|0|ounts alongside of the furiously unusual braids cajol|
2180|76|O|208481.57|19960914|4-NOT SPECIFIED|Clerk#000000650|0|xpress, unusual pains. furiously ironic excu|
2181|76|O|100954.64|19950913|3-MEDIUM|Clerk#000000814|0|y against the ironic, even|
2182|23|F|116003.11|19940405|2-HIGH|Clerk#000000071|0|ccounts. quickly bold deposits across the excuses sl|
2183|113|O|49841.12|19960622|1-URGENT|Clerk#000000287|0| among the express, ironic packages. slyly ironic platelets integrat|
2208|68|P|245388.06|19950501|4-NOT SPECIFIED|Clerk#000000900|0|symptotes wake slyly blithely unusual packages.|
2209|91|F|129086.93|19920710|2-HIGH|Clerk#000000056|0|er above the slyly silent requests. furiously reg|
2210|32|F|31689.46|19920116|2-HIGH|Clerk#000000941|0| believe carefully quickly express pinto beans. deposi|
2211|92|F|140031.23|19940630|2-HIGH|Clerk#000000464|0|ffily bold courts e|
2212|118|F|17231.05|19940323|3-MEDIUM|Clerk#000000954|0|structions above the unusual requests use fur|
2213|122|F|146136.1|19930115|4-NOT SPECIFIED|Clerk#000000598|0|osits are carefully reg|
2214|115|O|150345.63|19980505|3-MEDIUM|Clerk#000000253|0|packages. fluffily even accounts haggle blithely. carefully ironic depen|
2215|40|O|108239.46|19960616|4-NOT SPECIFIED|Clerk#000000817|0|le final, final foxes. quickly regular gifts are carefully deposit|
2240|56|F|174090.3|19920306|4-NOT SPECIFIED|Clerk#000000622|0|accounts against the slyly express foxes are after the slyly regular |
2241|103|F|165219.08|19930511|1-URGENT|Clerk#000000081|0|y about the silent excuses. furiously ironic instructions along the sil|
2242|82|O|15082.82|19970720|4-NOT SPECIFIED|Clerk#000000360|0| pending multipliers. carefully express asymptotes use quickl|
2243|49|O|10451.97|19950610|2-HIGH|Clerk#000000813|0|ously regular deposits integrate s|
2244|127|F|21207.08|19930109|1-URGENT|Clerk#000001000|0|ckages. ironic, ironic accounts haggle blithely express excuses. |
2245|58|F|150585.73|19930428|3-MEDIUM|Clerk#000000528|0|ake carefully. braids haggle slyly quickly b|
2246|113|O|85755.84|19960527|4-NOT SPECIFIED|Clerk#000000739|0| final gifts sleep |
2247|95|F|13491.31|19920802|4-NOT SPECIFIED|Clerk#000000947|0|furiously regular packages. final brai|
2272|139|F|127934.71|19930413|2-HIGH|Clerk#000000449|0|s. bold, ironic pinto beans wake. silently specia|
2273|136|O|142291.79|19961214|5-LOW|Clerk#000000155|0|uickly express foxes haggle quickly against|
2274|104|F|58273.89|19930904|4-NOT SPECIFIED|Clerk#000000258|0|nstructions try to hag|
2275|149|F|37398.9|19921022|4-NOT SPECIFIED|Clerk#000000206|0| furiously furious platelets. slyly final packa|
2276|43|O|141159.63|19960429|4-NOT SPECIFIED|Clerk#000000821|0|ecial requests. fox|
2277|89|F|79270.23|19950102|4-NOT SPECIFIED|Clerk#000000385|0|accounts cajole. even i|
2278|142|O|101878.46|19980425|3-MEDIUM|Clerk#000000186|0|r pinto beans integrate after the carefully even deposits. blit|
2279|80|F|142322.33|19930223|3-MEDIUM|Clerk#000000898|0|de of the quickly unusual instructio|
2304|46|F|93769.28|19940107|4-NOT SPECIFIED|Clerk#000000415|0|onic platelets. ironic packages haggle. packages nag doggedly according to|
2305|43|F|122964.66|19930126|2-HIGH|Clerk#000000440|0|ove the furiously even acco|
2306|28|O|244704.23|19950726|2-HIGH|Clerk#000000975|0| wake furiously requests. permanent requests affix. final packages caj|
2307|106|F|59417.76|19930629|5-LOW|Clerk#000000952|0|furiously even asymptotes? carefully regular accounts|
2308|25|F|58546.02|19921025|4-NOT SPECIFIED|Clerk#000000609|0|ts. slyly final depo|
2309|100|O|146933.07|19950904|5-LOW|Clerk#000000803|0|he carefully pending packages. fluffily stealthy foxes engage carefully|
2310|31|O|82928.12|19960920|5-LOW|Clerk#000000917|0|wake carefully. unusual instructions nag ironic, regular excuse|
2311|73|P|153233.93|19950502|2-HIGH|Clerk#000000761|0|ly pending asymptotes-- furiously bold excus|
2336|142|O|22294.51|19960107|4-NOT SPECIFIED|Clerk#000000902|0|c, final excuses sleep furiously among the even theodolites. f|
2337|142|O|45704.96|19970618|4-NOT SPECIFIED|Clerk#000000754|0| quickly. final accounts haggle. carefully final acco|
2338|140|O|28155.92|19970915|2-HIGH|Clerk#000000951|0|riously final dugouts. final, ironic packages wake express, ironic id|
2339|109|F|63470.78|19931215|5-LOW|Clerk#000000847|0| against the regular |
2340|65|O|30778.78|19960112|1-URGENT|Clerk#000000964|0|ter the deposits sleep according to the slyly regular packages. carefully |
2341|82|F|55950.21|19930530|5-LOW|Clerk#000000443|0|sts-- blithely bold dolphins through the deposits nag blithely carefully re|
2342|37|O|104038.78|19960609|1-URGENT|Clerk#000000615|0|oost carefully across the regular accounts. blithely final d|
2343|73|O|85381.0|19950821|3-MEDIUM|Clerk#000000170|0|fluffily over the slyly special deposits. quickl|
2368|13|F|101240.96|19930820|1-URGENT|Clerk#000000830|0|t the bold instructions. carefully unusual |
2369|110|O|73517.91|19961224|2-HIGH|Clerk#000000752|0|iously even requests are dogged, express |
2370|142|F|73924.21|19940117|1-URGENT|Clerk#000000231|0|lyly final packages. quickly final deposits haggl|
2371|19|O|193857.67|19980107|1-URGENT|Clerk#000000028|0|ckages haggle at th|
2372|31|O|104927.66|19971121|5-LOW|Clerk#000000342|0|s: deposits haggle along the final ideas. careful|
2373|28|F|55211.04|19940312|4-NOT SPECIFIED|Clerk#000000306|0| even, special courts grow quickly. pending,|
2374|4|F|115219.88|19931029|4-NOT SPECIFIED|Clerk#000000081|0| blithely regular packages. blithely unusua|
2375|5|O|106612.48|19961120|3-MEDIUM|Clerk#000000197|0|unusual, pending theodolites cajole carefully |
2400|37|O|92798.66|19980725|5-LOW|Clerk#000000782|0|nusual courts nag against the carefully unusual pinto b|
2401|148|O|88448.24|19970729|4-NOT SPECIFIED|Clerk#000000531|0|ully unusual instructions boost carefully silently regular requests. |
2402|67|O|70403.62|19960906|4-NOT SPECIFIED|Clerk#000000162|0|slyly final sheaves sleep slyly. q|
2403|55|O|111020.79|19980411|3-MEDIUM|Clerk#000000820|0|furiously regular deposits use. furiously unusual accounts wake along the |
2404|77|O|109077.69|19970313|4-NOT SPECIFIED|Clerk#000000409|0|deposits breach furiously. ironic foxes haggle carefully bold packag|
2405|73|O|115929.14|19961223|3-MEDIUM|Clerk#000000535|0|ular, regular asympto|
2406|7|O|182516.77|19961028|5-LOW|Clerk#000000561|0|blithely regular accounts u|
2407|55|O|112843.52|19980619|2-HIGH|Clerk#000000068|0|uests affix slyly among the slyly regular depos|
2432|103|O|62661.93|19960713|1-URGENT|Clerk#000000115|0|re. slyly even deposits wake bra|
2433|31|F|147071.86|19940822|4-NOT SPECIFIED|Clerk#000000324|0|ess patterns are slyly. packages haggle carefu|
2434|25|O|123956.25|19970427|3-MEDIUM|Clerk#000000190|0|s. quickly ironic dolphins impress final deposits. blithel|
2435|73|F|122490.66|19930221|5-LOW|Clerk#000000112|0|es are carefully along the carefully final instructions. pe|
2436|125|O|73990.08|19950911|4-NOT SPECIFIED|Clerk#000000549|0|arefully. blithely bold deposits affix special accounts. final foxes nag. spe|
2437|85|F|143411.69|19930421|4-NOT SPECIFIED|Clerk#000000578|0|. theodolites wake slyly-- ironic, pending platelets above the carefully exp|
2438|13|F|214494.39|19930715|2-HIGH|Clerk#000000744|0|the final, regular warhorses. regularly |
2439|55|O|41811.12|19970315|2-HIGH|Clerk#000000819|0|lithely after the car|
2464|145|O|30495.65|19971123|5-LOW|Clerk#000000633|0|le about the instructions. courts wake carefully even|
2465|34|O|180737.75|19950624|1-URGENT|Clerk#000000078|0|al pinto beans. final, bold packages wake quickly|
2466|19|F|161625.5|19940306|1-URGENT|Clerk#000000424|0|c pinto beans. express deposits wake quickly. even, final courts nag. package|
2467|35|O|7231.91|19950716|4-NOT SPECIFIED|Clerk#000000914|0|pades sleep furiously. sometimes regular packages again|
2468|112|O|160627.01|19970609|4-NOT SPECIFIED|Clerk#000000260|0|ickly regular packages. slyly ruthless requests snooze quickly blithe|
2469|124|O|192074.23|19961126|5-LOW|Clerk#000000730|0| sleep closely regular instructions. furiously ironic instructi|
2470|58|O|104966.33|19970419|3-MEDIUM|Clerk#000000452|0|to the furiously final packages? pa|
2471|89|O|34936.31|19980312|4-NOT SPECIFIED|Clerk#000000860|0|carefully blithely regular pac|
2496|136|F|140390.6|19940109|2-HIGH|Clerk#000000142|0|slyly. pending instructions sleep. quic|
2497|47|F|171326.48|19920827|1-URGENT|Clerk#000000977|0|ily ironic pinto beans. furiously final platelets alongside of t|
2498|97|F|45514.27|19931108|5-LOW|Clerk#000000373|0|g the slyly special pinto beans. |
2499|121|O|147243.86|19950924|1-URGENT|Clerk#000000277|0|r the quickly bold foxes. bold instructi|
2500|133|F|131122.82|19920815|2-HIGH|Clerk#000000447|0|integrate slyly pending deposits. furiously ironic accounts across the s|
2501|67|O|79380.51|19970525|5-LOW|Clerk#000000144|0|ickly special theodolite|
2502|70|F|33470.4|19930528|4-NOT SPECIFIED|Clerk#000000914|0|lyly: carefully pending ideas affix again|
2503|7|F|183671.08|19930620|3-MEDIUM|Clerk#000000294|0|ly even packages was. ironic, regular deposits unwind furiously across the p|
2528|55|F|92069.62|19941120|1-URGENT|Clerk#000000789|0|ular dependencies? regular frays kindle according to the blith|
2529|136|O|4104.3|19960820|2-HIGH|Clerk#000000511|0|posits across the silent instructions wake blithely across |
2530|128|F|58853.11|19940321|3-MEDIUM|Clerk#000000291|0|ular instructions about the quic|
2531|44|O|143212.85|19960506|4-NOT SPECIFIED|Clerk#000000095|0|even accounts. furiously ironic excuses sleep fluffily. carefully silen|
2532|94|O|116093.49|19951011|2-HIGH|Clerk#000000498|0|the blithely pending accounts. regular, regular excuses boost aro|
2533|50|O|168495.03|19970324|1-URGENT|Clerk#000000594|0|ecial instructions. spec|
2534|76|O|202784.54|19960717|3-MEDIUM|Clerk#000000332|0|packages cajole ironic requests. furiously regular|
2535|121|F|67018.3|19930525|5-LOW|Clerk#000000296|0|phins cajole beneath the fluffily express asymptotes. c|
2560|131|F|153426.79|19920905|1-URGENT|Clerk#000000538|0|atelets; quickly sly requests|
2561|58|O|137473.58|19971114|1-URGENT|Clerk#000000861|0|ual requests. unusual deposits cajole furiously pending, regular platelets. |
2562|10|F|136360.37|19920801|1-URGENT|Clerk#000000467|0|elets. pending dolphins promise slyly. bo|
2563|62|F|168952.1|19931119|4-NOT SPECIFIED|Clerk#000000150|0|sly even packages after the furio|
2564|77|F|3967.47|19940909|2-HIGH|Clerk#000000718|0|usly regular pinto beans. orbits wake carefully. slyly e|
2565|56|O|204438.57|19980228|3-MEDIUM|Clerk#000000032|0|x-ray blithely along|
2566|86|F|89992.48|19921010|3-MEDIUM|Clerk#000000414|0|ructions boost bold ideas. idly ironic accounts use according to th|
2567|70|O|263411.29|19980227|2-HIGH|Clerk#000000031|0|detect. furiously ironic requests|
2592|101|F|8225.96|19930305|4-NOT SPECIFIED|Clerk#000000524|0|ts nag fluffily. quickly stealthy theodolite|
2593|92|F|134726.09|19930904|2-HIGH|Clerk#000000468|0|r the carefully final|
2594|79|F|94866.39|19921217|1-URGENT|Clerk#000000550|0|ests. theodolites above the blithely even accounts detect furio|
2595|74|O|173130.2|19951214|4-NOT SPECIFIED|Clerk#000000222|0|arefully ironic requests nag carefully ideas. |
2596|43|O|74940.13|19960817|1-URGENT|Clerk#000000242|0|requests. ironic, bold theodolites wak|
2597|104|F|21964.66|19930204|2-HIGH|Clerk#000000757|0|iously ruthless exc|
2598|112|O|84871.5|19960305|3-MEDIUM|Clerk#000000391|0| ironic notornis according to the blithely final requests should |
2599|149|O|62807.13|19961107|2-HIGH|Clerk#000000722|0|ts. slyly regular theodolites wake sil|
2624|52|O|27148.63|19961128|5-LOW|Clerk#000000930|0|ic, regular packages|
2625|40|F|39382.74|19921014|4-NOT SPECIFIED|Clerk#000000386|0| final deposits. blithely ironic ideas |
2626|139|O|84314.51|19950908|4-NOT SPECIFIED|Clerk#000000289|0|gside of the carefully special packages are furiously after the slyly express |
2627|149|F|26798.65|19920324|3-MEDIUM|Clerk#000000181|0|s. silent, ruthless requests|
2628|56|F|165655.99|19931022|5-LOW|Clerk#000000836|0|ajole across the blithely careful accounts. blithely silent deposits sl|
2629|139|O|96458.03|19980406|5-LOW|Clerk#000000680|0|uches dazzle carefully even, express excuses. ac|
2630|85|F|127132.51|19921024|5-LOW|Clerk#000000712|0|inal theodolites. ironic instructions s|
2631|37|F|63103.32|19930924|5-LOW|Clerk#000000833|0| quickly unusual deposits doubt around |
2656|77|F|105492.37|19930504|1-URGENT|Clerk#000000307|0|elets. slyly final accou|
2657|25|O|148176.06|19951017|2-HIGH|Clerk#000000160|0| foxes-- slyly final dependencies around the slyly final theodo|
2658|14|O|163834.46|19950923|3-MEDIUM|Clerk#000000400|0|bout the slyly regular accounts. ironic, |
2659|83|F|79785.52|19931218|4-NOT SPECIFIED|Clerk#000000758|0|cross the pending requests maintain |
2660|127|O|16922.51|19950805|5-LOW|Clerk#000000480|0|ly finally regular deposits. ironic theodolites cajole|
2661|74|O|106036.84|19970104|3-MEDIUM|Clerk#000000217|0|al, regular pinto beans. silently final deposits should have t|
2662|37|O|87689.88|19960821|3-MEDIUM|Clerk#000000589|0|bold pinto beans above the slyly final accounts affix furiously deposits. pac|
2663|95|O|35131.8|19950906|1-URGENT|Clerk#000000950|0|ar requests. furiously final dolphins along the fluffily spe|
2688|98|F|181077.36|19920124|2-HIGH|Clerk#000000720|0|have to nag according to the pending theodolites. sly|
2689|103|F|41552.78|19920409|4-NOT SPECIFIED|Clerk#000000698|0|press pains wake. furiously express theodolites alongsid|
2690|94|O|224674.27|19960331|3-MEDIUM|Clerk#000000760|0|ravely even theodolites |
2691|7|F|30137.17|19920430|5-LOW|Clerk#000000439|0|es at the regular deposits sleep slyly by the fluffy requests. eve|
2692|62|O|24265.24|19971202|3-MEDIUM|Clerk#000000878|0|es. regular asymptotes cajole above t|
2693|19|O|66158.13|19960904|1-URGENT|Clerk#000000370|0|ndle never. blithely regular packages nag carefully enticing platelets. ca|
2694|121|O|102807.59|19960314|5-LOW|Clerk#000000722|0| requests. bold deposits above the theodol|
2695|58|O|138584.2|19960820|1-URGENT|Clerk#000000697|0|ven deposits around the quickly regular packa|
2720|31|F|161307.05|19930608|1-URGENT|Clerk#000000948|0|quickly. special asymptotes are fluffily ironi|
2721|79|O|59180.25|19960127|2-HIGH|Clerk#000000401|0| ideas eat even, unusual ideas. theodolites are carefully|
2722|35|F|50328.84|19940409|5-LOW|Clerk#000000638|0|rding to the carefully quick deposits. bli|
2723|61|O|104759.25|19951006|5-LOW|Clerk#000000836|0|nts must have to cajo|
2724|137|F|116069.66|19940914|2-HIGH|Clerk#000000217|0| sleep blithely. blithely idle |
2725|89|F|75144.68|19940521|4-NOT SPECIFIED|Clerk#000000835|0|ular deposits. spec|
2726|7|F|47753.0|19921127|5-LOW|Clerk#000000470|0| blithely even dinos sleep care|
2727|74|O|3089.42|19980419|4-NOT SPECIFIED|Clerk#000000879|0|sual theodolites cajole enticingly above the furiously fin|
2752|59|F|187932.3|19931119|2-HIGH|Clerk#000000648|0| carefully regular foxes are quickly quickl|
2753|16|F|159720.39|19931130|2-HIGH|Clerk#000000380|0|ending instructions. unusual deposits|
2754|145|F|25985.52|19940403|2-HIGH|Clerk#000000960|0|cies detect slyly. |
2755|118|F|101202.18|19920207|4-NOT SPECIFIED|Clerk#000000177|0|ously according to the sly foxes. blithely regular pinto bean|
2756|118|F|142323.38|19940418|1-URGENT|Clerk#000000537|0|arefully special warho|
2757|76|O|89792.48|19950720|2-HIGH|Clerk#000000216|0| regular requests subl|
2758|43|O|36671.88|19980712|5-LOW|Clerk#000000863|0|s cajole according to the carefully special |
2759|116|F|89731.1|19931125|4-NOT SPECIFIED|Clerk#000000071|0|ts. regular, pending pinto beans sleep ab|
2784|95|O|106635.21|19980107|1-URGENT|Clerk#000000540|0|g deposits alongside of the silent requests s|
2785|148|O|132854.79|19950721|2-HIGH|Clerk#000000098|0|iously pending packages sleep according to the blithely unusual foxe|
2786|79|F|178254.66|19920322|2-HIGH|Clerk#000000976|0|al platelets cajole blithely ironic requests. ironic re|
2787|103|O|3726.14|19950930|1-URGENT|Clerk#000000906|0|he ironic, regular |
2788|124|F|17172.66|19940922|1-URGENT|Clerk#000000641|0|nts wake across the fluffily bold accoun|
2789|37|O|219123.27|19980314|2-HIGH|Clerk#000000972|0|gular patterns boost. carefully even re|
2790|25|F|177458.97|19940819|2-HIGH|Clerk#000000679|0| the carefully express deposits sleep slyly |
2791|121|F|156697.55|19941010|2-HIGH|Clerk#000000662|0|as. slyly ironic accounts play furiously bl|
2816|58|F|42225.53|19940920|2-HIGH|Clerk#000000289|0|kages at the final deposits cajole furious foxes. quickly |
2817|40|F|71453.85|19940419|3-MEDIUM|Clerk#000000982|0|ic foxes haggle upon the daringly even pinto beans. slyly|
2818|49|F|120086.84|19941212|3-MEDIUM|Clerk#000000413|0|eep furiously special ideas. express |
2819|103|F|66927.16|19940505|1-URGENT|Clerk#000000769|0|ngside of the blithely ironic dolphins. furio|
2820|19|F|143813.39|19940520|3-MEDIUM|Clerk#000000807|0|equests are furiously. carefu|
2821|118|F|36592.48|19930809|3-MEDIUM|Clerk#000000323|0|ng requests. even instructions are quickly express, silent instructi|
2822|79|F|40142.15|19930726|2-HIGH|Clerk#000000510|0|furiously against the accounts. unusual accounts aft|
2823|79|O|171894.45|19950909|2-HIGH|Clerk#000000567|0|encies. carefully fluffy accounts m|
2848|70|F|116258.53|19920310|1-URGENT|Clerk#000000256|0|ly fluffy foxes sleep furiously across the slyly regu|
2849|46|O|180054.29|19960430|2-HIGH|Clerk#000000659|0|al packages are after the quickly bold requests. carefully special |
2850|100|O|122969.79|19961002|2-HIGH|Clerk#000000392|0|, regular deposits. furiously pending packages hinder carefully carefully u|
2851|145|O|7859.36|19970907|5-LOW|Clerk#000000566|0|Tiresias wake quickly quickly even|
2852|91|F|99050.81|19930116|1-URGENT|Clerk#000000740|0|ruthless deposits against the final instructions use quickly al|
2853|94|F|103641.15|19940505|2-HIGH|Clerk#000000878|0|the carefully even packages.|
2854|139|F|153568.02|19940627|1-URGENT|Clerk#000000010|0| furiously ironic tithes use furiously |
2855|49|F|48419.58|19930404|4-NOT SPECIFIED|Clerk#000000973|0| silent, regular packages sleep |
2880|8|F|145761.99|19920315|2-HIGH|Clerk#000000756|0|ves maintain doggedly spec|
2881|100|F|45695.84|19920510|5-LOW|Clerk#000000864|0|uriously. slyly express requests according to the silent dol|
2882|121|O|172872.37|19950822|2-HIGH|Clerk#000000891|0|pending deposits. carefully eve|
2883|121|F|170360.27|19950123|5-LOW|Clerk#000000180|0|uses. carefully ironic accounts lose fluffil|
2884|92|O|71683.84|19971012|3-MEDIUM|Clerk#000000780|0|efully express instructions sleep against|
2885|7|F|146896.72|19920919|4-NOT SPECIFIED|Clerk#000000280|0|ly sometimes special excuses. final requests are |
2886|109|F|94527.23|19941113|4-NOT SPECIFIED|Clerk#000000619|0|uctions. ironic packages sle|
2887|109|O|28571.39|19970526|5-LOW|Clerk#000000566|0|slyly even pinto beans. slyly bold epitaphs cajole blithely above t|
2912|94|F|27727.52|19920312|5-LOW|Clerk#000000186|0|jole blithely above the quickly regular packages. carefully regular pinto bean|
2913|43|O|130702.19|19970712|3-MEDIUM|Clerk#000000118|0|mptotes doubt furiously slyly regu|
2914|109|F|60867.14|19930303|3-MEDIUM|Clerk#000000543|0|he slyly regular theodolites are furiously sile|
2915|94|F|96015.13|19940331|5-LOW|Clerk#000000410|0|ld packages. bold deposits boost blithely. ironic, unusual theodoli|
2916|8|O|20182.22|19951227|2-HIGH|Clerk#000000681|0|ithely blithe deposits sleep beyond the|
2917|91|O|100714.13|19971209|4-NOT SPECIFIED|Clerk#000000061|0| special dugouts among the special deposi|
2918|118|O|21760.09|19960908|3-MEDIUM|Clerk#000000439|0|ular deposits across th|
2919|53|F|137223.14|19931210|2-HIGH|Clerk#000000209|0|es. pearls wake quietly slyly ironic instructions--|
2944|14|O|146581.14|19970924|4-NOT SPECIFIED|Clerk#000000740|0|deas. permanently special foxes haggle carefully ab|
2945|29|O|223507.72|19960103|2-HIGH|Clerk#000000499|0|ons are carefully toward the permanent, bold pinto beans. regu|
2946|125|O|102226.59|19960205|5-LOW|Clerk#000000329|0|g instructions about the regular accounts sleep carefully along the pen|
2947|70|P|43360.95|19950426|1-URGENT|Clerk#000000464|0|ronic accounts. accounts run furiously d|
2948|44|F|100758.71|19940823|5-LOW|Clerk#000000701|0| deposits according to the blithely pending |
2949|137|F|94231.71|19940412|2-HIGH|Clerk#000000184|0|y ironic accounts use. quickly blithe accou|
2950|136|O|183620.33|19970706|1-URGENT|Clerk#000000833|0| dolphins around the furiously |
2951|74|O|125509.17|19960206|2-HIGH|Clerk#000000680|0|gular deposits above the finally regular ideas integrate idly stealthil|
2976|29|F|145768.47|19931210|4-NOT SPECIFIED|Clerk#000000159|0|. furiously ironic asymptotes haggle ruthlessly silently regular r|
2977|73|O|25170.88|19960827|3-MEDIUM|Clerk#000000252|0|quickly special platelets are furio|
2978|44|P|139542.14|19950503|1-URGENT|Clerk#000000135|0|d. even platelets are. ironic dependencies cajole slow, e|
2979|133|O|116789.98|19960323|3-MEDIUM|Clerk#000000820|0|even, ironic foxes sleep along|
2980|4|O|187514.11|19960914|3-MEDIUM|Clerk#000000661|0|y quick pinto beans wake. slyly re|
2981|49|O|37776.79|19980729|5-LOW|Clerk#000000299|0|hely among the express foxes. blithely stealthy requests cajole boldly. regu|
2982|85|F|55582.94|19950319|2-HIGH|Clerk#000000402|0|lyly. express theodolites affix slyly after the slyly speci|
2983|62|F|58168.07|19920107|1-URGENT|Clerk#000000278|0|r the even requests. accounts maintain. regular accounts|
3008|40|O|156018.74|19951108|3-MEDIUM|Clerk#000000701|0|ze quickly. blithely regular packages above the slyly bold foxes shall|
3009|55|O|108424.94|19970228|1-URGENT|Clerk#000000205|0|r ideas. carefully pe|
3010|8|O|141647.08|19960126|2-HIGH|Clerk#000000931|0| blithely final requests. special deposits are slyl|
3011|91|F|46418.85|19920114|5-LOW|Clerk#000000515|0|onic deposits kindle slyly. dependencies around the quickly iro|
3012|32|F|91678.66|19930505|1-URGENT|Clerk#000000414|0|ts after the regular pinto beans impress blithely s|
3013|143|O|156407.4|19970205|5-LOW|Clerk#000000591|0|the furiously pendin|
3014|29|F|194159.59|19921030|4-NOT SPECIFIED|Clerk#000000476|0|ep blithely according to the blith|
3015|103|F|110826.83|19920927|5-LOW|Clerk#000000013|0|ously regular deposits affix carefully. furiousl|
3040|112|F|119201.64|19930412|3-MEDIUM|Clerk#000000544|0|carefully special packages. blithe|
3041|113|O|23039.46|19970603|5-LOW|Clerk#000000092|0|s. unusual, pending deposits use carefully. thinly final|
3042|20|F|104523.03|19941121|3-MEDIUM|Clerk#000000573|0| the slyly ironic depo|
3043|44|F|78221.69|19920425|5-LOW|Clerk#000000137|0|cajole blithely furiously fina|
3044|53|O|52433.54|19960403|2-HIGH|Clerk#000000008|0|cajole final courts. ironic deposits about the quickly final re|
3045|50|O|85822.67|19950927|1-URGENT|Clerk#000000405|0| express courts sleep quickly special asymptotes. |
3046|32|O|117817.52|19951130|2-HIGH|Clerk#000000522|0|r deposits. platelets use furi|
3047|25|O|37881.31|19970321|1-URGENT|Clerk#000000962|0|as. slyly express deposits are dogged pearls. silent ide|
3072|23|F|87475.82|19940130|4-NOT SPECIFIED|Clerk#000000370|0|ely final deposits cajole carefully. ironic, re|
3073|136|F|151419.5|19940108|3-MEDIUM|Clerk#000000404|0|kly slyly bold accounts. express courts near the regular ideas sleep bli|
3074|67|F|85861.93|19921101|5-LOW|Clerk#000000546|0|yly even asymptotes shall have to haggle fluffily. deposits are|
3075|127|F|37696.7|19940507|3-MEDIUM|Clerk#000000433|0|ackages: carefully unusual reques|
3076|92|F|93828.15|19930723|2-HIGH|Clerk#000000099|0|busy foxes. deposits affix quickly ironic, pending pint|
3077|121|O|99290.01|19970806|2-HIGH|Clerk#000000228|0|kly. fluffily ironic requests use qui|
3078|49|F|46310.83|19930212|2-HIGH|Clerk#000000110|0|ounts are alongside of the blith|
